도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
포일어울림도서관,경기도,의왕시,공공도서관,매주월요일+법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,112,23771,20,342,10,14,경기도 의왕시 안양판교로 82,경기도 의왕시청,031-345-3994,8086,818,https://uwlib.or.kr/poil,37.39588824,126.9826325,2025-12-19,4030000,경기도 의왕시
글로벌도서관,경기도,의왕시,공공도서관,매주금요일+법정공휴일,09:00,20:00,09:00,18:00,09:00,18:00,200,92508,50,5137,10,14,경기도 의왕시 보식골로 30-10,경기도 의왕시청,031-345-3681,6392,3539.21,http://www.uwlib.or.kr/global/main.do,37.35793027,126.9713611,2025-12-19,4030000,경기도 의왕시
내손도서관,경기도,의왕시,공공도서관,매주금요일+법정공휴일,07:00,23:00,07:00,23:00,07:00,23:00,125,218513,105,14445,10,14,경기도 의왕시 복지로 109,경기도 의왕시청,031-345-2651,6761.9,6904.75,http://www.uwlib.or.kr/naeson,37.3875292,126.981612,2025-12-19,4030000,경기도 의왕시
중앙도서관(열람실),경기도,의왕시,공공도서관,"매월 셋째 월요일, 신정, 설 연휴, 추석 연휴, 선거일",07:00,23:00,07:00,23:00,09:00,18:00,567,199896,120,31683,10,14,경기도 의왕시 골우물길 49,경기도 의왕시청,031-345-3656,7529,7268,http://www.uwlib.or.kr/jungang/main.do,37.3422412,126.969525,2025-12-19,4030000,경기도 의왕시
중앙도서관(자료실),경기도,의왕시,공공도서관,매주월요일,09:00,22:00,09:00,18:00,09:00,18:00,567,199896,120,31683,10,14,경기도 의왕시 골우물길 49,경기도 의왕시청,031-345-3656,7529,7268,http://www.uwlib.or.kr/jungang/main.do,37.3422412,126.969525,2025-12-19,4030000,경기도 의왕시
운남어린이도서관,광주광역시,광산구,공공도서관,월(둘째 주+넷째 주)+일요일 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,120,61200,8,598,5,14,광주광역시 광산구 목련로217번길 10(운남동),광주광역시 광산구청,062-960-8302,1925,814,https://lib.gwangsan.go.kr,35.1732666,126.8218974,2026-02-03,3630000,광주광역시 광산구
신가도서관,광주광역시,광산구,공공도서관,임시휴관(운영중단),08:00,22:00,08:00,22:00,08:00,22:00,254,62462,41,99,5,14,광주광역시 광산구 신가로40번길 24(신가동),광주광역시 광산구청,062-960-3950,1993,1998,https://lib.gwangsan.go.kr,35.1826649,126.8278526,2026-02-03,3630000,광주광역시 광산구
첨단도서관,광주광역시,광산구,공공도서관,월(둘째 주+넷째 주)+일요일 제외한 법정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,323,62863,15,395,5,14,광주광역시 광산구 임방울대로673-12(월계동),광주광역시 광산구청,062-960-8297,1500,1997,https://lib.gwangsan.go.kr,35.21689594,126.8320336,2026-02-03,3630000,광주광역시 광산구
이야기꽃도서관,광주광역시,광산구,공공도서관,월(첫째 주+셋째 주)+일요일 제외한 법정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,274,63800,14,1382,5,14,광주광역시 광산구 선운중앙로67번길 6(선암동),광주광역시 광산구청,062-960-6818,3306,3276,https://lib.gwangsan.go.kr,35.14841258,126.7798951,2026-02-03,3630000,광주광역시 광산구
장덕도서관,광주광역시,광산구,공공도서관,월(첫째 주+셋째 주)+일요일 제외한 법정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,363,85062,38,6819,5,14,광주광역시 광산구 풍영로 179(장덕동),광주광역시 광산구청,062-960-3997,3304,2844,https://lib.gwangsan.go.kr,35.18757202,126.8133477,2026-02-03,3630000,광주광역시 광산구
전라남도교육청보성도서관,전라남도,보성군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,560,96794,39,6354,20,15,전라남도 보성군 보성읍 현충로 140,전라남도교육청,061-852-3893,4876,2642,https://bslib.jne.go.kr/index.es?sid=a8,34.77114803,127.0845612,2026-01-13,8490000,전라남도교육청
전라남도교육청구례도서관,전라남도,구례군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,420,58496,28,7506,10,14,전라남도 구례군 구례읍 중앙초등길 14,전라남도교육청,061-782-2366,2000,1940,https://grlib.jne.go.kr/index.es?sid=a7,35.20542032,127.4652896,2026-01-13,8490000,전라남도교육청
전라남도교육청곡성교육문화회관,전라남도,곡성군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,318,68219,32,8657,10,15,전라남도 곡성군 곡성읍 읍내7길29,전라남도교육청,061-362-0671,4420,3803,https://gslib.jne.go.kr/index.es?sid=c1,35.28215738,127.2897009,2026-01-13,8490000,전라남도교육청
전라남도교육청담양도서관,전라남도,담양군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,576,125052,57,12040,10,14,전라남도 담양군 담양읍 미리산길 31-48,전라남도교육청,061-383-7437,4795,2794,https://dylib.jne.go.kr/index.es?sid=a6,35.31208154,126.9839235,2026-01-13,8490000,전라남도교육청
전라남도교육청광양도서관,전라남도,광양시,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,700,112287,47,7520,10,14,전라남도 광양시 중마로 262,전라남도교육청,061-797-5300,4981,4135,https://gylife.jne.go.kr/index.es?sid=c3,34.94776704,127.6909806,2026-01-13,8490000,전라남도교육청
전라남도교육청남평도서관,전라남도,나주시,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,18:00,00:00,00:00,300,83538,34,5134,7,14,전라남도 나주시 남평읍 남평3로 14-13,전라남도교육청,061-337-9436,1280,1216,https://nplib.jne.go.kr/index.es?sid=a4,35.04259116,126.8447952,2026-01-13,8490000,전라남도교육청
전라남도교육청장성도서관,전라남도,장성군,공공도서관,법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,1000,140322,65,17465,10,15,전라남도 장성군 장성읍 청운7길 22,전라남도교육청,061-399-1630,6720,3662,https://jslib.jne.go.kr/index.es?sid=b8,35.30450701,126.784582,2026-01-13,8490000,전라남도교육청
전라남도교육청고흥평생교육관,전라남도,고흥군,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,960,102819,42,4534,10,14,전라남도 고흥군 고흥읍 고흥로 1647-13,전라남도고흥평생교육관,061-830-2592,9075,3757,https://ghlife.jne.go.kr/index.es?sid=c4,34.60175052,127.277218,2026-01-13,8490000,전라남도교육청
전라남도교육청광양평생교육관,전라남도,광양시,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,18:00,00:00,00:00,970,71569,72,4139,10,14,전라남도 광양시 안산길 23,전라남도광양평생교육관,061-815-1611,9185,3863,https://gylife.jne.go.kr/index.es?sid=c3,34.96164432,127.7173755,2026-01-13,8490000,전라남도교육청
전라남도교육청나주도서관,전라남도,나주시,공공도서관,법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,1300,295914,79,47874,10,15,전라남도 나주시 남고문로 51,전라남도교육청,061-330-6750,6631,6225,https://njlib.jne.go.kr/index.es?sid=a3,35.02946523,126.7164964,2026-01-13,8490000,전라남도교육청
전라남도교육청목포도서관,전라남도,목포시,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,1600,259502,114,23745,15,15,전라남도 목포시 원산주택로3번길 6,전라남도교육청,061-270-3800,4721,5875,https://mplib.jne.go.kr/index.es?sid=a2,34.80680214,126.3762705,2026-01-13,8490000,전라남도교육청
전라남도교육청순천만생태문화교육원 생태인문도서관,전라남도,순천시,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 분원장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,4137,39053,30,0,10,14,전라남도 순천시 생태배움길22,전라남도교육청,061-811-3177,27055,19007,https://jseco.jne.go.kr/index.es?sid=d4,34.93092159,127.5136504,2026-01-13,8490000,전라남도교육청
전라남도교육청학생교육문화회관,전라남도,여수시,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,2640,156485,88,20399,10,14,전라남도 여수시 대통1길 55,전라남도교육청,061-808-0114,29999,8936,https://jsecc.jne.go.kr/index.es?sid=c2,34.78004371,127.643774,2026-01-13,8490000,전라남도교육청
전라남도교육청진도도서관,전라남도,진도군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,450,95916,44,7243,10,14,전라남도 진도군 진도읍 철마길12,전라남도교육청,061-544-2937,2921,2265,https://jdlib.jne.go.kr/index.es?sid=b9,34.48488069,126.264504,2026-01-13,8490000,전라남도교육청
전라남도교육청영광도서관,전라남도,영광군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,510,106648,42,9693,15,15,전라남도 영광군 영광읍 천년로 13길2-16,전라남도교육청,061-353-2690,3073,2591,https://yglib.jne.go.kr/index.es?sid=b7,35.27262984,126.5059303,2026-01-13,8490000,전라남도교육청
전라남도교육청함평도서관,전라남도,함평군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,260,62559,25,8669,10,14,전라남도 함평군 함평읍 신기산길 46-12,전라남도교육청,061-322-0515,1630,820,https://hplib.jne.go.kr/index.es?sid=b6,35.06704156,126.518886,2026-01-13,8490000,전라남도교육청
전라남도교육청무안도서관,전라남도,무안군,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,288,85386,60,6922,10,14,전라남도 무안군 무안읍 교촌길 42,전라남도교육청,061-452-8300,1613,1012,https://malib.jne.go.kr/index.es?sid=b5,34.9882571,126.4684653,2026-01-13,8490000,전라남도교육청
전라남도교육청영암도서관,전라남도,영암군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,312,78969,39,7706,999,21,전라남도 영암군 영암읍 서남역로 27-11,전라남도교육청,061-473-0692,3795,801,https://yalib.jne.go.kr/index.es?sid=b4,34.79997698,126.6942039,2026-01-13,8490000,전라남도교육청
전라남도교육청해남도서관,전라남도,해남군,공공도서관,일+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,00:00,00:00,500,94799,43,9088,10,15,전라남도 해남군 해남읍 서성1길 33,전라남도교육청,061-536-2483,2198,2257,https://hnlib.jne.go.kr/index.es?sid=b3,34.57463773,126.594827,2026-01-13,8490000,전라남도교육청
전라남도교육청장흥도서관,전라남도,장흥군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,335,61118,18,2923,10,14,전라남도 장흥군 장흥읍 중앙로2길33,전라남도교육청,061-862-3555,1730,1448,https://jhlib.jne.go.kr/index.es?sid=b2,34.68143067,126.9104031,2026-01-13,8490000,전라남도교육청
전라남도교육청화순도서관,전라남도,화순군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,19:00,09:00,17:00,09:00,17:00,600,110921,33,10069,20,15,전라남도 화순군 화순읍도서관길15,전라남도교육청,061-372-0530,4241,1755,https://hslib.jne.go.kr/index.es?sid=b1,35.06224351,126.981824,2026-01-13,8490000,전라남도교육청
전라남도교육청벌교도서관,전라남도,보성군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,284,76794,38,3712,10,14,전라남도 보성군 벌교읍 월곡길 13,전라남도교육청,061-858-0501,1029,1047,https://bglib.jne.go.kr/index.es?sid=a9,34.84445478,127.342748,2026-01-13,8490000,전라남도교육청
충청북도교육문화원 예봄책정원,충청북도,청주시 청원구,공공도서관,매주 일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,60,31483,13,1324,5,21,충청북도 청주시 청원구 밀레니엄 2로 21(주중동),충청북도교육문화원,043-229-2655,24121,581.4,https://www.cbec.go.kr/home/main.php,36.68294442,127.479632,2025-12-04,8000449,충청북도교육청 충청북도교육문화원
부산광역시립명장도서관,부산광역시,동래구,공공도서관,매월 첫째주 월요일+둘째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,150,142692,54,12939,30,15,부산광역시 동래구 명안로46번길 35 (명장동),부산광역시교육청,051-527-0583,828,1670,https://home.pen.go.kr/mjlib,35.2008805,129.106553,2026-01-21,7150000,부산광역시교육청
부산광역시립연산도서관,부산광역시,연제구,공공도서관,매월 셋째주 월요일+넷째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,235,126786,50,8795,5,15,부산광역시 연제구 고분로191번길 16 (연산동),부산광역시교육청,051-792-5400,1527,1370,https://home.pen.go.kr/yeonsanlib,35.1858077051,129.1043221514,2026-01-21,7150000,부산광역시교육청
부산광역시립서동도서관,부산광역시,금정구,공공도서관,매월 셋째주 월요일+넷째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,176,110873,59,5679,20,15,부산광역시 금정구 서부로76번길 5(서동),부산광역시교육청,051-522-0456,1879,1072,https://home.pen.go.kr/seodonglib,35.2198763331,129.0994233,2026-01-21,7150000,부산광역시교육청
부산광역시립구덕도서관,부산광역시,서구,공공도서관,매월 셋째주 월요일+넷째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,130,113413,36,6287,30,15,부산광역시 서구 대신공원로 41 (서대신동3가),부산광역시교육청,051-220-3800,1851,1314,https://home.pen.go.kr/guducklib,35.1239356301,129.0184833474,2026-01-21,7150000,부산광역시교육청
부산광역시립반송도서관,부산광역시,해운대구,공공도서관,매월 첫째주 월요일+둘째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,221,115645,74,10308,5,15,부산광역시 해운대구 아랫반송로 22 (반송동),부산광역시교육청,051-545-0102,1152,1824,http://home.pen.go.kr/bansonglib,35.2250809,129.1483381,2026-01-21,7150000,부산광역시교육청
부산광역시립부전도서관,부산광역시,부산진구,공공도서관,"매월 셋째주 월요일+넷째주 월요일, 국가지정공휴일+대체공휴일",07:00,22:00,07:00,22:00,00:00,00:00,0,275462,0,11501,5,15,부산광역시 부산진구 동천로 79 (부전동),부산광역시교육청,051-860-0843,4112,2704,https://home.pen.go.kr/bujunlib/main.do,35.1558742,129.0621987707,2026-01-21,7150000,부산광역시교육청
부산광역시립사하도서관,부산광역시,사하구,공공도서관,매월 첫째주 월요일+둘째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,245,102778,67,5903,10,15,부산광역시 사하구 승학로 247 (괴정동),부산광역시교육청,051-961-2700,4302,1766,https://home.pen.go.kr/sahalib,35.1033535,128.9910841,2026-01-21,7150000,부산광역시교육청
부산광역시립해운대도서관 우동분관,부산광역시,해운대구,공공도서관,매월 셋째주 월요일+넷째주 월요일+국가지정공휴일+대체공휴일,07:00,22:00,07:00,22:00,00:00,00:00,151,83726,38,6765,5,15,부산광역시 해운대구 우동1로 89 (우동),부산광역시교육청,051-709-0980,1602,1497,http://home.pen.go.kr/haeundaelib,35.1688857,129.1559789,2026-01-21,7150000,부산광역시교육청
